92,133,4
192,57,4
88,68,5
208,84,4
1,66,5
60,54,3
312,26,1
89,148,4
69,17,3
300,118,3
245,98,4
237,44,1
31,66,4
336,113,4
69,4,5
257,66,4
233,58,3
148,23,3
328,113,3
300,63,2
142,38,4
309,58,4
222,48,1
141,157,4
12,84,5
190,54,1
101,147,1
156,151,2
271,184,4
70,87,5
27,78,2
211,10,4
198,25,4
143,60,3
56,23,5
290,30,4
289,22,5
22,28,3
193,135,3
155,17,3
331,51,2
307,43,5
233,54,5
217,65,1
320,82,3
272,64,2
268,126,4
93,23,5
175,29,2
229,19,4
246,37,4
321,28,3
132,36,4
237,15,2
161,63,4
79,3,4
57,136,2
130,62,4
183,105,4
190,25,4
240,23,4
154,52,5
8,118,5
86,25,5
238,23,4
283,141,4
9,82,4
232,87,5
116,93,4
297,57,4
335,147,3
271,84,5
269,28,4
288,117,5
188,60,3
290,39,4
168,46,3
5,15,3
331,40,5
310,62,5
334,110,3
261,117,4
81,50,5
67,136,4
153,4,3
306,105,5
187,58,4
46,117,5
152,65,2
21,8,3
285,30,4
319,160,2
252,189,5
113,214,2
260,131,1
110,23,4
40,53,3
272,50,4
305,122,3
99,127,3
157,6,1
30,23,3
324,33,4
5,89,3
41,25,4
286,26,3
229,60,4
227,19,3
295,88,4
5,119,4
220,45,3
283,214,3
178,133,4
302,135,3
89,53,3
338,46,4
59,23,4
335,4,5
100,58,3
82,97,3
88,50,5
127,1,5
344,16,1
269,25,4
215,197,1
300,192,4
139,161,4
5,33,5
339,19,5
300,90,4
106,133,5
183,133,3
13,130,2
47,28,2
124,58,5
307,59,5
80,64,4
249,60,4
47,1,3
53,22,4
142,53,4
319,20,3
127,37,5
207,3,4
288,127,4
106,46,3
99,37,4
25,167,3
161,181,4
260,9,4
41,57,4
89,47,4
186,53,2
169,119,3
8,112,4
161,46,5
256,95,5
230,8,4
242,133,3
331,4,5
204,74,2
227,90,4
282,94,3
338,63,3
284,47,3
347,58,4
343,159,5
324,130,3
115,38,5
97,128,3
245,97,4
5,111,4
44,54,2
87,64,3
324,186,5
114,108,4
116,30,4
314,38,5
91,9,4
216,131,1
211,50,3
354,70,5
173,136,1
298,23,4
127,14,3
208,65,3
229,38,5
323,23,4
260,70,4
55,33,5
202,33,2
247,14,3
89,131,3
226,22,5
260,198,2
5,44,5
315,160,3
114,136,5
214,209,3
355,123,2
9,136,2
139,8,4
285,119,4
297,171,2
8,43,5
353,52,3
21,62,3
229,43,5
92,91,3
324,185,3
312,176,2
262,132,5
305,13,3
142,195,3
291,133,4
255,19,4
237,20,4
326,37,4
127,134,2
41,58,5
127,4,4
87,38,5
202,29,2
307,16,5
85,59,3
150,124,2
211,52,4
240,16,4
132,18,4
286,49,2
148,43,5
315,23,4
132,97,3
222,78,1
84,16,4
274,59,5
187,26,3
312,124,3
210,25,4
185,39,3
231,58,4
37,70,4
114,4,5
1,75,3
159,25,4
41,71,4
250,61,4
188,66,3
181,121,2
52,197,1
47,65,3
138,148,4
49,119,5
67,36,4
272,14,5
215,128,4
84,58,3
320,74,2
321,105,2
16,4,5
326,59,5
142,208,4
40,167,4
321,19,4
278,3,5
318,19,4
331,37,4
111,37,5
265,61,4
4,87,5
88,128,5
300,50,3
355,54,4
81,9,4
292,66,3
193,39,5
295,186,3
196,92,3
51,70,5
183,141,2
339,30,5
272,30,2
156,93,4
285,171,2
183,94,4
227,97,2
184,120,5
142,121,5
40,98,4
279,33,5
96,3,5
142,34,4
319,30,4
227,55,3
0,53,3
269,105,4
322,13,5
88,87,4
320,50,5
286,109,5
141,28,4
14,21,5
14,93,4
331,114,4
53,26,4
188,69,2
254,71,3
278,65,1
202,8,4
320,16,4
338,10,5
322,147,3
30,26,3
266,93,3
336,108,2
96,173,3
306,180,4
127,186,4
106,25,5
151,70,3
167,70,4
59,37,4
92,0,2
295,19,5
326,18,3
289,19,3
268,108,3
66,128,3
55,98,4
175,88,3
340,54,5
318,38,5
210,38,3
52,186,1
89,210,2
70,8,3
204,199,2
282,22,4
172,36,3
320,68,4
106,36,5
171,69,5
91,8,4
230,22,4
285,7,4
285,63,2
140,66,4
42,24,2
70,33,4
60,64,1
4,8,2
283,152,3
338,42,3
186,119,5
283,196,3
25,57,4
79,88,4
91,26,3
174,46,3
42,38,4
99,36,3
338,5,1
154,57,4
241,70,4
320,213,3
202,37,2
232,188,3
293,18,3
240,37,5
280,4,4
291,87,4
89,152,1
8,130,4
141,57,3
82,88,4
296,63,4
325,135,4
67,93,2
223,38,4
300,22,3
268,25,4
285,86,3
74,36,4
195,10,4
209,42,4
116,4,3
260,95,3
91,52,4
325,22,4
312,1,4
133,43,4
214,28,5
178,6,1
155,97,3
203,59,1
363,34,5
255,66,4
97,129,4
251,4,5
303,44,4
260,50,3
303,135,4
262,5,2
55,88,3
320,9,4
4,25,2
23,88,4
269,135,3
261,162,5
306,82,4
207,29,5
317,29,5
80,8,4
306,32,4
89,37,4
295,21,5
319,54,4
329,24,2
234,69,3
268,18,3
346,88,4
131,58,3
191,42,4
324,58,5
82,157,3
171,70,4
186,6,2
293,53,4
178,221,1
297,33,4
289,29,4
84,19,5
155,3,4
11,91,3
260,28,2
84,126,5
252,58,3
26,42,3
286,65,3
19,174,3
265,162,5
51,186,4
268,50,4
297,46,1
151,88,5
40,4,4
271,44,4
320,81,3
236,8,4
91,209,3
336,98,5
127,127,3
11,6,3
286,32,4
181,18,3
41,108,3
285,16,4
192,185,3
9,29,4
262,33,5
268,35,4
127,70,5
324,54,5
254,13,2
132,146,2
73,70,3
226,25,3
109,65,1
114,78,4
4,29,5
254,51,3
142,137,4
285,9,2
283,192,4
336,24,2
13,138,5
316,57,5
225,62,5
320,22,4
41,62,4
25,53,3
186,23,4
324,69,4
295,48,3
243,37,5
334,33,4
191,25,3
254,31,1
227,109,4
272,34,4
365,127,4
248,4,5
103,43,4
89,56,2
127,124,4
283,210,3
243,50,3
268,185,3
268,214,1
175,125,3
125,58,5
57,36,4
259,98,4
196,27,2
199,62,4
178,149,2
59,10,1
361,50,5
355,16,5
260,5,3
328,99,1
141,10,5
96,127,3
195,11,3
66,204,5
293,34,3
207,0,4
61,114,4
307,33,5
3,20,3
246,20,1
284,87,4
14,140,2
296,54,3
59,32,3
155,94,3
109,59,4
28,124,2
174,48,2
255,46,4
89,182,2
83,58,3
8,29,5
139,75,4
365,105,4
106,185,3
320,75,3
326,194,4
285,4,4
296,125,3
186,91,5
14,37,5
194,63,2
44,66,4
148,91,5
340,133,4
365,28,5
214,14,4
366,13,3
10,138,4
51,83,2
193,10,2
262,145,5
337,87,4
202,46,3
186,21,5
114,54,3
364,0,4
125,105,4
305,29,5
106,169,2
290,61,3
63,25,3
365,77,3
183,214,4
227,66,2
285,32,2
98,26,3
248,179,3
41,26,4
52,124,3
99,128,3
154,1,3
271,32,4
268,194,3
293,126,3
142,151,1
62,29,4
41,15,3
295,34,3
4,92,4
300,30,3
91,30,3
272,25,5
336,62,5
285,140,2
320,38,4
5,53,3
40,8,5
241,126,4
91,119,5
320,191,3
230,37,5
227,15,2
194,124,1
91,41,4
84,98,5
188,51,3
295,54,4
271,90,3
74,50,3
328,25,3
171,26,2
288,22,5
89,52,4
64,134,4
142,13,5
5,91,3
370,36,3
285,0,3
174,39,4
320,23,5
216,26,2
186,110,4
259,194,5
123,63,3
220,25,2
156,46,5
138,135,3
19,143,3
349,133,4
79,53,3
87,21,4
319,40,4
19,65,4
271,39,4
341,81,2
124,135,5
268,159,3
240,40,5
366,104,2
241,17,5
227,21,2
132,10,3
232,117,5
322,109,5
249,54,3
304,109,5
56,98,5
321,157,4
339,159,3
11,26,4
8,35,4
106,21,5
122,51,4
337,56,4
232,19,3
56,39,5
116,168,3
339,64,1
371,53,2
284,44,4
304,21,5
196,17,2
318,30,5
178,177,1
91,33,5
65,54,4
340,32,5
268,216,1
173,23,5
24,62,3
121,19,3
185,22,5
66,105,3
269,59,4
31,161,3
115,7,5
196,70,2
295,35,4
66,135,2
185,11,3
185,18,4
122,8,4
57,89,5
126,60,2
331,94,2
287,17,4
227,25,2
14,35,5
308,50,3
113,69,3
165,135,2
247,154,1
318,120,4
279,105,5
286,128,3
104,58,1
39,22,4
51,32,5
326,46,2
11,50,4
322,11,4
255,160,2
242,88,5
196,50,3
334,174,2
142,198,2
355,71,4
53,21,5
71,23,4
92,25,4
23,29,3
241,23,5
300,37,4
322,186,3
40,50,3
305,23,5
317,65,1
211,117,4
76,81,2
36,42,3
226,117,4
241,40,5
134,37,5
191,38,4
16,39,3
54,175,3
170,48,4
205,36,4
156,124,5
247,96,1
106,47,5
106,63,2
57,88,4
348,128,5
263,15,3
248,207,3
112,86,5
106,43,4
56,120,3
1,58,2
217,136,3
355,37,4
339,54,5
355,146,2
61,11,3
254,22,4
263,66,2
253,189,5
196,83,1
148,89,5
99,78,3
110,176,5
339,58,5
11,137,1
155,148,4
303,82,4
55,193,2
196,123,3
225,21,5
16,38,3
310,4,4
212,93,4
51,52,4
109,124,3
8,33,4
257,133,5
295,37,5
351,136,4
207,126,4
262,42,5
59,26,2
355,51,2
34,125,1
340,175,4
11,112,4
69,50,4
82,58,3
89,28,4
268,136,4
66,70,3
217,43,3
320,42,4
89,9,4
377,42,3
89,3,4
84,21,5
116,133,5
287,44,4
166,48,1
331,123,5
318,97,4
315,69,3
283,8,4
352,39,3
155,36,4
20,36,5
192,151,2
4,37,4
223,110,3
315,46,2
338,93,4
19,139,1
262,56,5
87,23,5
89,103,4
313,29,4
228,29,4
365,103,4
175,45,1
351,151,3
89,22,5
190,10,3
282,35,4
175,37,4
289,52,4
291,188,4
293,9,3
192,197,4
323,116,3
336,45,3
125,63,2
175,97,4
195,127,4
332,50,5
64,149,3
260,177,2
294,60,4
252,125,4
291,23,3
280,58,5
169,37,5
61,203,1
178,152,3
196,126,3
19,158,2
336,54,4
96,23,5
271,99,4
24,25,3
229,185,2
284,157,5
238,161,5
224,47,4
165,25,5
346,119,4
276,66,4
254,39,2
331,8,4
337,62,5
364,17,5
91,11,2
285,35,4
210,44,1
175,39,4
329,133,5
11,146,2
288,53,2
180,211,3
321,58,4
121,44,4
195,134,3
335,26,2
15,46,2
202,66,2
9,38,4
375,19,3
47,83,2
226,98,5
76,65,5
94,86,3
245,133,4
13,45,2
110,63,3
196,65,5
70,23,4
142,106,3
207,124,4
156,135,3
355,85,2
324,177,4
306,83,3
189,47,1
320,37,5
127,216,2
339,66,4
230,87,5
7,87,4
57,22,4
171,54,3
285,37,4
3,82,1
237,35,3
349,55,4
334,102,1
214,27,3
196,18,2
327,46,4
268,125,3
211,4,5
372,93,2
148,63,2
141,88,4
183,13,5
116,32,4
336,2,3
130,63,2
262,54,5
6,127,4
259,142,3
96,63,3
132,109,4
118,22,5
53,140,3
19,96,3
317,35,1
272,98,2
222,74,4
69,77,4
330,84,5
39,23,4
142,2,3
261,39,3
11,108,3
40,170,4
127,53,4
62,66,4
4,39,4
263,82,4
187,55,3
267,58,4
368,135,4
9,75,4
24,108,2
271,50,5
285,87,4
41,47,4
317,38,5
326,61,4
260,45,4
105,6,3
178,125,4
6,30,5
319,104,2
3,23,5
67,57,5
294,159,2
125,98,4
20,94,5
14,117,5
132,38,4
229,93,4
342,119,5
365,168,2
249,23,5
215,30,5
57,42,4
291,5,1
324,55,4
299,37,3
18,133,4
142,126,5
89,98,3
9,23,4
261,22,4
305,119,4
51,108,2
177,33,5
353,82,3
190,0,3
171,8,5
36,31,1
263,13,4
363,37,5
106,77,4
312,174,3
185,19,5
183,25,5
303,140,3
289,211,1
56,174,3
299,82,2
4,86,4
287,35,5
142,52,5
284,54,3
55,117,5
312,198,3
344,21,4
306,108,4
3,81,1
5,37,4
288,57,1
175,25,4
294,51,2
51,135,5
283,33,5
331,3,4
91,17,4
102,60,2
304,89,5
96,68,3
271,20,3
161,68,5
63,108,3
72,108,3
336,126,3
85,62,4
175,22,5
0,60,3
229,37,2
241,22,5
227,4,1
99,96,2
286,133,4
3,36,3
313,157,3
287,22,5
268,115,4
